id,text,emotion,compound,intensity
507,చిన్న సమస్యలు కూడా పెద్దవిగా అనిపిస్తున్నాయి.,stress,-0.59,8
688,"మెదడు కణితులు చెవి సమస్యలను కలిగిస్తాయా?(M 22)

నా సమస్యలు గత జూలైలో ప్రారంభమయ్యాయి.నేను స్విమ్మింగ్ పూల్‌పైకి వెళ్లి ఒక చెవి నీరు (ఎడమవైపు) తెచ్చుకున్నాను.అప్పటి నుండి, నేను ఈ క్రింది లక్షణాలను కలిగి ఉన్నాను:

చెవిలో నొప్పి

నా తల ఎడమవైపు నొప్పి, ఎడమ చెవి చుట్టూ, పైన కూడా నొప్పి.

నా తల దిగువ ఎడమ వైపు నొప్పి, ఒక విధమైన ఎముక లేదా ఎడమ చెవి వెనుక/కింద

తల మరియు ఎడమ చెవి యొక్క ఎడమ వైపు ఒత్తిడి అనుభూతి

ఎడమ చెవిలో ఏదో ద్రవం ఉన్న అనుభూతి

కొన్నిసార్లు ఎడమ చెవిలో ఒక బిట్ టిన్నిటస్

ఇటీవల, ఎడమ కన్ను దిగువన మరియు కొన్నిసార్లు పైన చిన్నగా మెలితిరిగిన అనుభూతి

నేను స్విమ్మర్ చెవి కోసం ఆ చుక్కలను ప్రయత్నించాను మరియు నా చెవులను ఒక నిపుణుడిచే శుభ్రం చేయించాను.డిసెంబరులో చాలా వరకు నాకు చెవి ఇన్ఫెక్షన్ (ఎడమ చెవి, వాస్తవానికి) ఉంది.జనవరిలో చెవి వైద్యుడి వద్దకు వెళ్లగా ఏమీ దొరకడం లేదని చెప్పాడు.ఇప్పటికీ, నా లక్షణాలు కొనసాగుతున్నాయి.ఇది బ్రెయిన్ ట్యూమర్ కావచ్చునని ఇప్పుడు నేను భయపడుతున్నాను.కారణం ఏమి కావచ్చు?",anxiety,-0.97,10
773,"ఊపిరి పీల్చుకోవడానికి ప్రయత్నిస్తున్నాను, నా ఆత్రుతగా ఉన్న ఆలోచనల గురించి పోస్ట్ చేయడం ఎవరైనా చూశారో లేదో నాకు తెలియదు, కానీ నేను దురదను తనిఖీ చేయడానికి ఈ రోజు లేడీ డాక్టర్ వద్దకు వెళ్లాను.మరియు ప్రతిదీ సాధారణంగా ఉందని ఆమె చెప్పింది.కానీ నేను ఇంకా ఎందుకు ఆందోళన చెందుతున్నాను.నాకు సహాయం కావాలి.",anxiety,0.06,5
311,జీవితం మీద పట్టు కోల్పోతున్నాను.,depression,-0.67,9
308,నాక్కూడా ఇంతగా దిగజారుతానని అనుకోలేదు.,depression,-0.95,10
648,"పురోగతి రేఖీయంగా లేదని మరియు అది సరైందేనని రిమైండర్!ఈ మధ్య నా ఆందోళన మరింత ఎక్కువైపోయిందని, నేను వెనక్కు వెళ్లినట్లుగా అనిపించింది.నేను ఈ కోట్‌ని చూసే వరకు ఇది నాకు చాలా నిరుత్సాహంగా మరియు వినాశకరమైన అనుభూతిని కలిగించింది.ఇది ఇతరులకు కూడా సహాయపడుతుందనే ఆశతో పంచుకోవాలనుకున్నాను.మీ పట్ల అంత కఠినంగా ప్రవర్తించకండి, ఆందోళన అనేది ఒక శాపం, అది నా చెత్త శత్రువుపై నేను కోరుకోను (నాకు ఏదైనా ఉంటే lol)

జాగ్రత్త వహించండి x",anxiety,-0.91,10
199,టిఫిన్‌గా ఇడ్లీ తిన్నాను.,normal,0.14,5
54,పక్కింటి వాళ్లతో పలకరించాను.,normal,0.74,2
66,టేబుల్ మీద వస్తువులు సర్దాను.,normal,0.25,4
418,నాకే తెలియకుండా కోపం వస్తోంది.,stress,-0.17,6
375,నేను బాగోలేను అన్న భావన మాత్రమే ఉంది.,depression,-0.7,9
89,స్నేహితుడితో ఫోన్‌లో మాట్లాడాను.,normal,0.68,2
297,ఏదీ సర్దుబాటు కావడం లేదు.,depression,-0.77,9
594,ఎవరితోనూ మాట్లాడాలని అనిపించడం లేదు.,stress,-0.52,8
566,చిన్న సమస్య కూడా నియంత్రణలోలేదనిపిస్తోంది.,stress,-0.36,7
800,"చివరగా ప్రొప్రానోలోల్ గురించి నా పత్రాన్ని అడిగాను, కొద్దిసేపటి క్రితం నేను నా పత్రానికి ప్రొప్రానోలోల్ ఒక ఎంపికగా ఉండవచ్చా అని అడిగాను.

నా శరీరంలో ఫైట్ లేదా ఫ్లైట్ మోడ్ కొన్నిసార్లు నేను ఆలోచించగలిగే మానసిక ట్రిగ్గర్‌లు లేకుండా యాక్టివేట్ అవుతుంది.

నేను దాని గురించి చాలా మంచి విషయాలు విన్నాను, కాబట్టి నేను బెంజోస్ తీసుకోవడాన్ని నేను ద్వేషిస్తున్నాను అని తెలిసి ఆమె ప్రత్యేకంగా అవును అని చెబుతుందని నేను ఆశిస్తున్నాను.

నేను మంచిగా కోలుకోవడానికి అవసరమైన పుష్ ఇదేనని నేను ఆశిస్తున్నాను మరియు వారానికి 10-12 గంటల కంటే ఎక్కువ పని చేయడం ప్రారంభించవచ్చు

విజయ కథనాలను పంచుకోవడానికి సంకోచించకండి, నాకు మద్దతు కావాలి!",anxiety,0.93,1
472,ఒక్కొక్క విషయం మీద ఎక్కువగా ఆలోచిస్తున్నాను.,stress,-0.67,9
400,"కేవలం జీవిస్తున్నాను, జీవించట్లేదు.",depression,-0.87,9
525,నిర్ణయాలు తీసుకోవడం చాలా భారంగా మారింది.,stress,-0.54,8
474,"తిన్నా, తినకపోయినా, ఒత్తిడి అలాగే ఉంది.",stress,-0.47,8
248,నాకెందుకు ఇలా జరుగుతుందో తెలియడం లేదు.,depression,-0.81,9
300,రోజులు మసకబారిపోయాయి.,depression,-0.71,9
430,ఏ పని చేసినా నన్ను నాన్నే ఒత్తిడి పెడుతున్నాను.,stress,-0.49,8
222,సంతోషం నాకు దూరమైపోయినట్లుంది.,depression,-0.7,9
479,చేయాల్సిన పనులు చాలా ఉన్నాయి కానీ మనసు శాంతంగా లేదు.,stress,-0.71,9
284,అన్ని కలిసివచ్చిన బాధలా అనిపిస్తోంది.,depression,-0.53,8
25,ఓ డాక్యుమెంట్ ప్రింట్ తీసాను.,normal,0.27,4
377,మనసు ఖాళీగా అనిపిస్తోంది.,depression,-0.56,8
272,లోపల పెద్ద ఖాళీ ఉంది.,depression,-0.61,8
772,"మాట్లాడుతున్నారు.నేను జీవితాంతం ప్రజలతో మాట్లాడలేను.నేను వారితో మాట్లాడితే నేను వారిని బాధపెడతానని నేను తక్షణమే అనుకుంటున్నాను.నేను ఎలా భావిస్తున్నానో దాని గురించి మాట్లాడితే నేను భారంగా భావిస్తున్నాను, కానీ నేను అలా చేయకపోతే నా భావాల గురించి మాట్లాడమని నాకు చెప్పబడుతుంది.మధ్యమధ్యలో ఎవరితోనైనా మాట్లాడటం కూడా భయంకరంగా ఉంది.నేను నా తలలో పదాలను ఉంచాను, కానీ నేను పూర్తిగా భిన్నమైనదాన్ని చెబుతున్నాను.",anxiety,-0.74,9
256,నా నవ్వు కూడా గాయపడినట్టుంది.,depression,-0.86,9
595,కొత్తగా ఏదైనా నేర్చుకోవాలన్నా టెన్షన్ పెరుగుతోంది.,stress,-0.49,8
69,తరగతిలో బోధన సాధారణంగానే జరిగింది.,normal,0.62,3
725,"వ్యక్తులు నాకు సలహా ఇవ్వడం చెడ్డదా, కాబట్టి నేను నా మాజీని అధిగమించడానికి ప్రయత్నించగలను, కానీ నేను భయంతో వారి సలహాలు ఏవీ తీసుకోనట్లు అనిపించడం లేదా?నేను వారి సలహా ఎందుకు తీసుకోలేనో కూడా నాకు తెలియదు.నేను చాలా మొండివాడిని అని అనుకుంటున్నాను.",anxiety,-0.88,9
723,"మార్నింగ్ యాంగ్జైటీ నేను మార్నింగ్ యాంగ్జైటీతో చాలా అలసిపోయాను.ప్రతి ఉదయం నేను ఆత్రుతగా ఉండకూడదనుకుంటూ మేల్కొంటాను.మీరు గొడవకు దిగబోతున్నారని భావించి మేల్కొనకుండా ఎలా ఉండాలో ఎవరికైనా అనుభవం ఉందా?

ఏదైనా సలహా చాలా స్వాగతించబడుతుంది ð",anxiety,-0.84,9
302,జీవితంలో రంగులు మాయమయ్యాయి.,depression,-0.82,9
338,రేపు ఎలా ఉంటుందో అన్న ఆలోచన కూడా భారంగా ఉంది.,depression,-0.76,9
235,"శక్తి లేని శరీరం, చలనం లేని మనసు.",depression,-0.57,8
462,చిన్న విషయం కూడా పెద్ద సమస్యలా అనిపిస్తోంది.,stress,-0.63,8
727,"రేబిస్ కాటు?హే అబ్బాయిలు.కాబట్టి నేను చాలా ఊహాత్మకంగా ఉన్నానని అందరూ అనుకుంటారు, కానీ ఇటీవల నా కొత్త మూడు నెలల కుక్కపిల్ల నుండి నా వేలికి చాలా చిన్న కాటు వచ్చింది.నేను అతనిని ఈరోజు 10 రోజులు కలిగి ఉన్నాను మరియు అతను గొప్పవాడు.క్రమం తప్పకుండా తినడం మరియు త్రాగడం, ఉల్లాసభరితమైన, ఇప్పటికే ఆదేశాలను అర్థం చేసుకున్నాను, కానీ నిన్న రాత్రి నేను అతనితో మరియు అతని నమిలే బొమ్మతో ఆడుతున్నాను మరియు అతను ఆ బొమ్మకు బదులుగా నా వేలిని కొరికాడు (నా తప్పు అతనిది కాదు, అతను పళ్ళు వస్తున్నాయి) నేను వెంటనే దానిని బాగా కడిగి, పెరాక్సైడ్ కూడా ఉపయోగించాను, చివరకు నియోస్పోరిన్ మరియు బ్యాండ్ ఎయిడ్‌ను ఉంచాను.

అతను రెండు రోజుల్లో తన చివరి టీకా (రేబిస్) పొందుతున్నాడు.నా దగ్గర ఉంది అని ఆందోళన చెందాలా??నేను చెప్పినట్లుగా 10 రోజులుగా నేను అతనిని కలిగి ఉన్నప్పటి నుండి అతను బయట ఉండలేదు లేదా మరే ఇతర జంతువుతో ఎటువంటి పరిచయం లేదు.",anxiety,0.92,1
610,"ఇది నిజంగా మంచిది కాదని నేను భయపడి నిద్రపోలేకపోతున్నాను, నేను దానిని చూడటానికి కూడా తీసుకోలేను",anxiety,-0.59,8
425,రోజులే బరువుగా అనిపిస్తున్నాయి.,stress,-0.41,7
736,"కాల్ సెంటర్‌లో పని చేస్తున్న నేను ఇప్పుడే కొత్త ఉద్యోగాన్ని ప్రారంభించాను, అది అత్యుత్తమ పని వాతావరణాన్ని కలిగి ఉంది.అయితే, ఇది ఫోన్‌లకు సమాధానం ఇస్తోంది మరియు అది నాకు అనువైనది కాదు.నేను నావిగేట్ చేయాల్సిన పూర్తి సమాచారం చాలా ఎక్కువ;ప్రతి ప్రశ్న పూర్తిగా ప్రత్యేకమైనది మరియు నేను నిజంగా తెలివితక్కువవాడిగా మరియు వింతగా భావించడం ప్రారంభించాను.ఇది రాకెట్ సైన్స్ కాదు, కేవలం హోటల్ గదులను అమ్మడం-- ప్రశాంతంగా మరియు సేకరించి ఎలా ఉండాలనే దానిపై ఏదైనా సలహా ఉందా??",anxiety,0.1,5
601,"నేను మూర్ఛపోయాను మరియు విచిత్రంగా నేను నా డెస్క్ నుండి త్వరగా లేచాను.

చూపు జూమ్ అయింది, చెవులు మూసుకుపోయాయి, తల తిరుగుతూ కింద పడిపోయింది.

నా వైద్యుడికి చెప్పాను.ఆమె ""మీరు ట్రాజోడోన్‌లో ఉన్నారు, ఇది కొన్నిసార్లు సాధారణ మరియు సాధారణ దుష్ప్రభావం. దీనిని తీసుకోవడం ఆపివేయండి మరియు దాని గురించి ఆలోచించవద్దు""

అలాగే రాత్రిపూట చెమటలు పడుతున్నాయి కాబట్టి నేను హోకిండ్స్ లింఫోమా గురించి ఆందోళన చెందుతున్నాను.",anxiety,-0.7,9
798,"నేను ఇప్పటివరకు 8 నెలల్లో ఇన్ఫెక్షన్‌లను పొందుతూనే ఉన్నాను:
-2 పెద్ద జలుబు / ఫ్లూ
- 2 ఇతర జలుబు/ గొంతు నొప్పి
- ట్రష్
- కంటి ఇన్ఫెక్షన్


ఏమిటీ?నా వయసు 31, శాకాహారం, మంచి ఆహారం
నేను వ్యాయామం చేయను కానీ నాకు చురుకైన పని ఉంది.నేను చింతించాలా?(నేను పరిపూర్ణ హైపోకాండ్రియాక్‌గా ఉన్నాను, కానీ నేను సరైనదేనా?)",anxiety,0.77,2
469,ఫోన్ కాల్ వచ్చినా గుండె దడదడలాడుతోంది.,stress,-0.66,8
221,ఇతరులు నవ్వినప్పుడు నేను కేవలం చూస్తున్నాను.,depression,-0.63,8
403,"తలనొప్పి, ఒత్తిడి విడిచిపెట్టడం లేదు.",stress,-0.36,7
124,షాప్‌లో కావలసినది దొరికింది.,normal,0.73,2
764,"ఒక నిర్దిష్ట తరగతిలో తీవ్ర భయాందోళనలు ఉన్నాయా?నేను మిడిల్ స్కూల్ నుండి ఆందోళనతో బాధపడ్డాను మరియు క్లాస్‌రూమ్ సెట్టింగ్‌లలో నేను ఖచ్చితంగా ఎల్లప్పుడూ కష్టతరమైన సమయాన్ని కలిగి ఉన్నాను.నేను ఇప్పుడు కాలేజీలో ఉన్నాను మరియు ఇప్పటి వరకు నా క్లాస్‌లలో నా ఆందోళనను నేను ఎప్పుడూ గమనించలేదు.నేను ఒక తరగతిని కలిగి ఉన్నాను, హాజరు అవసరం మరియు నేను నిష్క్రమించడానికి కొంచెం సన్నివేశం చేయవలసి ఉంది, అకస్మాత్తుగా నన్ను చాలా ఆత్రుతగా చేయడం ప్రారంభించింది.

నేను అకస్మాత్తుగా ఊపిరి పీల్చుకోలేకపోతున్నాను మరియు నేను కూర్చున్నప్పుడు కూడా నేను నిష్క్రమించబోతున్నాను.ఇది నిన్న చాలా చెడ్డది, నేను బయలుదేరవలసి వచ్చింది మరియు ఈ ఉదయం కూడా నేను తరగతిని దాటవేసాను.గత రాత్రి ఆ క్లాస్‌లో తీవ్ర భయాందోళనకు గురైన తర్వాత, నేను ఇప్పుడు తిరిగి రావడం గురించి తీవ్ర ఆందోళన కలిగి ఉన్నాను.స్కిప్పింగ్ ఇకపై ఒక ఎంపిక కాదు, కానీ నేను అక్కడ మరొక తీవ్ర భయాందోళనకు గురికావడానికి చాలా భయపడుతున్నాను.ఏదైనా సలహా చాలా ప్రశంసించబడింది, చాలా ధన్యవాదాలు!",anxiety,-0.91,10
201,నాకు జీవితం పట్ల ఆసక్తి తగ్గిపోయింది.,depression,-0.56,8
261,చిన్న చిన్న విషయాలు ఇప్పుడు భారంగా అనిపిస్తున్నాయి.,depression,-0.93,10
110,చిన్న సందేశం వచ్చింది.,normal,0.65,3
690,"నేను చిత్తవైకల్యం పొందబోతున్నానని నాకు 24 సంవత్సరాలు మరియు ఇటీవల నా 10వ కంకషన్‌తో బాధపడ్డాను.మీరు సరిగ్గా చదివారు.నేను కాంటాక్ట్ స్పోర్ట్స్ లేదా మరేదైనా ఆడలేదు, నేను అసమతుల్యత మరియు దురదృష్టవంతురాలిని.నేను షవర్‌లో జారిపోయాను, స్నేహితుడి తల వెనుక భాగంలో కొట్టాను, నా కుర్చీ వెనుక భాగం తగిలింది మరియు ఇటీవల నా శరీరాన్ని పైకి కదిలించే ఒక చెడు స్పీడ్ బంప్‌ను తాకింది.రోజంతా నా తల నొప్పిగా ఉంది మరియు నేను చేసిన నష్టం గురించి మరియు అది ముందుకు వెళ్లడానికి నన్ను ఎలా ప్రభావితం చేస్తుంది అనే దాని గురించి ఆలోచిస్తాను.నా మెదడు యొక్క మొత్తం ఉపరితలం గాయపడినట్లు నేను భావిస్తున్నాను మరియు చిత్తవైకల్యం, నా గొప్ప భయం, తప్పించుకోలేనిది.నేను ఇప్పుడు చాలా సులభంగా కంకషన్‌లను పొందుతున్నాను, నేను ఏదైనా చేయడానికి భయపడుతున్నాను.నేను దీన్ని ఎలా అధిగమించబోతున్నానో నాకు తెలియదు",anxiety,-0.87,9
144,తలుపు తెరిచి బయట చూశాను.,normal,0.57,3
505,"భయం, ఆందోళన, స్ట్రెస్ – మూడు కలిసి వేధిస్తున్నాయి.",stress,-0.58,8
763,"HA యొక్క ఇటీవలి ప్రారంభం, అందరికీ హాయ్.
నవంబర్‌లో నాకు చాలా పెద్ద ఆరోగ్య భయం ఉంది.నేను 2 సంవత్సరాలుగా వ్యవహరిస్తున్న నిజమైన లక్షణం కలిగి ఉన్నాను, ఇది చాలా సాధారణమైనది అని నేను భావించాను కాబట్టి నేను దానిని నిలిపివేసాను.నేను ఇంతకు ముందు ఎప్పుడూ HA ని కలిగి లేను, మరియు నేను ఈ సమస్యను 2 సంవత్సరాల పాటు కొనసాగించాను.
చివరకు దాని గురించి ఒక పత్రాన్ని చూసి వెంటనే CT స్కాన్‌కు ఆదేశించబడింది.ఇది తీవ్రంగా ఉందని నేను భయపడ్డాను.స్కాన్ కోసం వెళ్లి, థాంక్స్ గివింగ్ ముగిసినందున ఫలితాలను తిరిగి పొందడానికి 12 రోజులు వేచి ఉండాల్సి వచ్చింది.నేను... ఈ రోజుల్లో నేనే కాదు.చివరగా నా మరణాల గురించి నేను తెలుసుకోవడం, నేను ముందుగానే వెళ్లాలని కోరుకుంటున్నాను, మొదలైనవి

కృతజ్ఞతగా, చాలా ఉపశమనం కోసం, స్కాన్‌లు శుభ్రంగా తిరిగి వచ్చాయి.అయితే నేను ఎదుర్కొన్న సమస్య చాలా వాస్తవమైనది.నా శరీరానికి కొంత నష్టం కలిగించేంత తీవ్రమైన జలుబుతో డాక్స్ దానిని తట్టింది.బాధించేది, కానీ నిర్వహించదగినది.కృతజ్ఞతగా పెద్ద సి లేదా బ్రెయిన్ ట్యూమర్ కాదు.

నేను ఆరోగ్యంగా ఉన్నాను.

అయితే అప్పటి నుండి నేను షేక్ అయ్యాను.ఇది ఇప్పుడు కొంత సమయం, కానీ నేను ఇంతకు ముందు కంటే ఎక్కువ HA కలిగి ఉన్నాను.నా కుటుంబ శ్రేణి ఆరోగ్యంగా ఉంది, నేను చాలా ఆరోగ్యంగా ఉన్నాను, మొదలైనవి.

అయినప్పటికీ, నేను నన్ను నేను ఎక్కువగా విశ్లేషించుకున్నాను మరియు ఇప్పటివరకు రెండు సమస్యలను 'ప్రేరేపించాను'.నా కంటి తేలియాడేవి మరియు విచిత్రాలను ఎక్కువగా గమనించడం ప్రధానమైనది, నా జీవితమంతా నేను కలిగి ఉన్నాను, ఇది అక్షరాలా నేను ఇంతకు ముందెన్నడూ కలిగి ఉండలేదు.కంటి విషయాలు నాకు ఇప్పుడు పెద్ద విషయంగా అనిపిస్తోంది, నాకు తెలియదు.నాకు దృశ్యమాన మంచు లేదు, కానీ నేను దాని గురించి ఎక్కువగా ఆలోచిస్తే, నేను దానిని పొందగలనని భయపడుతున్నాను.

నాకు కంటి పరీక్ష త్వరలో షెడ్యూల్ చేయబడింది.నేను ఏమైనప్పటికీ ఒక స్టాండర్డ్‌ని పొందవలసి ఉంది, కానీ నా కళ్ళు నా జీవితమంతా ఇలాగే ఉన్నప్పుడు (మరియు నేను చాలా సాధారణ పరీక్షలు కలిగి ఉన్నాను) నా మనస్సు 'మీ కంటికి ఏదో తప్పు' మోడ్‌లో ఎందుకు ఉందో నాకు తెలియదు.

ఇది చాలా చెడ్డది కావడానికి ముందు నేను దీన్ని మొగ్గలో తుడిచివేయాలనుకుంటున్నాను.

ఇది ఇప్పటికీ 'యువ' అని నేను అనుకుంటున్నాను మరియు నేను దానిని అధిగమించగలను మరియు అది నా జీవితాన్ని తినే ముందు దానిని ఓడించగలను.నాకు కావాలి.

నేను ప్రస్తుతం స్వయం సహాయక పద్ధతుల కోసం చూస్తున్నాను.మార్గదర్శకాలు, ధ్యానాలు, పుస్తకాలు కూడా.దయచేసి ఈ సమయంలో చికిత్సను సూచించవద్దు.ఇది భవిష్యత్తులో నేను పరిగణించవచ్చు, కానీ నేను ప్రస్తుతం సరైన స్థలంలో లేదా ఆలోచనలో లేను (గతంలో దానితో బాధాకరమైన అనుభవం ఉంది. నా చికిత్స కోసం నాకు చికిత్స అవసరం. హా.)

కానీ నేను ప్రస్తుతం చేయగల స్వీయ-సహాయానికి సంబంధించిన ఏదైనా సలహా నిజంగా ప్రశంసించబడుతుంది.నేను యూట్యూబ్‌లో సానుకూల ధృవీకరణలను వింటున్నాను, ఇది చాలా సహాయపడింది.నేను దీన్ని అధిగమించగలనని అనుకుంటున్నాను, నాకు దిశానిర్దేశం కావాలి.

చాలా ధన్యవాదాలు.",anxiety,0.98,1
652,"నేను హాంటావైరస్ బారిన పడ్డానని భయపడ్డాను, నిజంగా భయాందోళనకు గురవుతున్నాను కాబట్టి నేను లేక్ తాహో CAకి ఉత్తరాన రెండు మైళ్ల దూరంలో స్నేహితుల క్యాబిన్‌లో సెలవులో ఉన్నాను.గత రాత్రి గడ్డకట్టే సమయం కాబట్టి నేను నా మంచానికి జోడించడానికి పాత కంఫర్టర్‌ని పట్టుకోవడానికి గదికి వెళ్లాను.నేను మరిచిపోయిన విషయం ఏమిటంటే, ఈ ఇంట్లో ఎలుకల సమస్య ఉంది.
నేను ఈ ఉదయం మేల్కొన్నాను మరియు నా మంచంలో ఒక జంట ఎలుక రెట్టలు కనిపించాయి.అది ప్రమాదకరం కాదా అని నేను గూగుల్ చేసాను మరియు భయాందోళనలకు గురయ్యాను.

నేను కాలిఫోర్నియాలో నివేదించబడిన హాంటావైరస్ కేసులను గూగుల్ చేసాను మరియు వాటిలో చాలా మంది నేను ఉన్న ప్రాంతం చుట్టూ ఫోకస్ చేసారు. గత పతనంలోనే రెనో (నిజంగా ఇక్కడకు దగ్గరగా) ఒక కేసు కూడా ఉంది.ఈ ఇంటి కార్పెట్‌లో ఎలుకల రెట్టలు ఉన్నాయి, ఇక్కడ ఒకటి, ఇప్పుడు నేను దుప్పటితో పడుకున్నాను.మేము ఇక్కడ మొత్తం 2 రాత్రులు మాత్రమే ఉన్నాము, కాబట్టి మేము స్థలాన్ని శుభ్రం చేయలేదు.నాకు మరియు నా కుటుంబానికి నేను చాలా భయపడుతున్నాను.నేను ఇలా ఆత్రుతగా ఉండటాన్ని ద్వేషిస్తున్నాను, ఎందుకంటే నేను ఇప్పటికే ఆసుపత్రిలో చనిపోతున్నట్లు నాకు తెలుసు.నేను బహిర్గతం అయ్యే అవకాశం ఏమిటి అని మీరు అనుకుంటున్నారు?",anxiety,-0.93,10
699,"ఈ మధ్యన తలనొప్పులు ఎక్కువయ్యాయి.ఒక సంవత్సరం నుండి బ్రెయిన్ ట్యూమర్ గురించి భయపడుతున్నాను మరియు నాకు నిరంతరం భయంకరమైన నొప్పి వస్తుంది.ఇది నా తల పైభాగంలో, ఇరువైపులా, ఎక్కడైనా ఉంటుంది.వారు సరళ రేఖలలో వెళతారు మరియు చాలా తీవ్రంగా బాధిస్తారు.నాకు గత సంవత్సరం గుండె భయాలు ఉన్నాయి మరియు ఛాతీ సమస్యలు ఉన్నాయి, కానీ అది తొలగిపోయిన వెంటనే తల భయాలు మొదలయ్యాయి మరియు ఇప్పుడు ఒక సంవత్సరం పాటు కొనసాగాయి.నేను నిరంతరం భయపడుతున్నాను మరియు నేను చనిపోతానని అనుకుంటున్నాను.ఈ నొప్పులు చాలా తీవ్రంగా ఉంటాయి.మెడిసిన్ డోస్‌లు మిస్ అవ్వడం వల్ల మెదడు దెబ్బతింటుంది కానీ నాకు ఖచ్చితంగా తెలియదు.ఇది చాలా కాలంగా కొనసాగుతోంది మరియు గత వారం అత్యంత దారుణంగా ఉంది.ఇది ఉన్న ప్రాంతంలో ప్రతిసారీ నాకు అనూరిజం వచ్చినట్లు అనిపిస్తుంది మరియు అది నన్ను భయపెడుతుంది.మరెవరికైనా ఇలాంటి భావాలు ఉన్నాయా?",anxiety,-0.99,10
383,నాలో ఉత్సాహం చనిపోయింది.,depression,-0.6,8
299,నా ఉనికికి అర్థం కనిపించడం లేదు.,depression,-0.53,8
364,ఉదయాలు రాయిలా అలసటతో మొదలవుతున్నాయి.,depression,-0.93,10
549,చిన్న శబ్దం కూడా అసహనంగా అనిపిస్తోంది.,stress,-0.37,7
680,"సరిగ్గా నన్ను భయపెడుతున్నది ఏమిటి, దయచేసి నాకు చెప్పండి!",anxiety,0.13,5
228,నా విలువ గురించి సందేహిస్తోంది.,depression,-0.78,9
100,ఎవరో ఇంటి ముందుగా నడుస్తున్నారు.,normal,0.32,4
741,"డ్రైవింగ్ ఆందోళన ఎవరైనా డ్రైవింగ్ ఆందోళనను అనుభవించారా?అలా అయితే, ఏది ఎక్కువగా సహాయపడింది?",anxiety,-0.41,7
464,"ఏ పని మొదలుపెడితే, వెంటనే టెన్షన్ వస్తోంది.",stress,-0.74,9
742,"ఇది ఉదయం, కానీ నేను భయపడుతున్నాను, ఏమి జరుగుతోంది?",anxiety,-0.39,7
485,తలనొప్పి రోజురోజుకూ పెరుగుతోంది.,stress,-0.34,7
340,జీవితం నుండి అలసిపోయాను.,depression,-0.85,9
466,"శరీరం అలసిపోయింది, కానీ మనసు మాత్రం ఇంకా పరుగులు పెడుతోంది.",stress,-0.77,9
575,స్ట్రెస్ వల్ల తిన్నా రుచి తెలియడం లేదు.,stress,-0.16,6
590,చిన్న తప్పుకు కూడా నన్ను నేను నిందించుకుంటున్నాను.,stress,-0.29,7
373,ఏ పని చేసినా అలసటే మిగులుతోంది.,depression,-0.59,8
350,లోపల పెద్ద శూన్యం ఉంది.,depression,-0.77,9
636,"నేటి ఆటకు స్వాగతం ఇది ఆందోళన లేదా నేను చనిపోతున్నానా?టునైట్ ప్లేయర్స్ కోసం మేము కలిగి ఉన్నాము: విచిత్రమైన దవడ క్షణం, ఛాతీ బిగుతు మరియు అహేతుక ఆలోచనలు!ఫీట్: నాకు షుగర్ తగ్గడానికి కారణం ఏమిటి - కొత్త కీటో డైట్ లేదా కొత్త లక్షణం.
ఆడినందుకు ధన్యవాదాలు!",anxiety,0.3,4
212,చిన్న విషయంలో కూడా దుఃఖం వస్తోంది.,depression,-0.69,9
521,పక్క వాళ్ల చిన్న మాట కూడా ఒత్తిడిగా అనిపిస్తోంది.,stress,-0.78,9
312,ఇక కొనసాగలేనట్లుంది.,depression,-0.73,9
94,మొక్క పెరుగుతోంది.,normal,0.64,3
1,ఈ రోజు వాతావరణం బాగుంది.,normal,0.69,2
37,ఈ రోజు ట్రాఫిక్ తక్కువగా ఉంది.,normal,0.04,5
423,చిన్న శబ్దం కూడా స్ట్రెస్ పెంచుతోంది.,stress,-0.59,8
